id_venda,data_venda,produto,categoria,marca,preco_unitario,quantidade,desconto,regiao,estado,forma_pagamento,canal_venda
674,2024-07-17,Cabo USB-C 2m,Acessórios,Baseus,37.4,1,0.0,Sudeste,SP,Cartão de Crédito,Online
675,2024-07-18,Mi Band 8,Wearables,Xiaomi,311.63,1,0.0,Sudeste,SP,Cartão de Débito,Loja Física
676,2024-07-18,Apple Watch SE,Wearables,Apple,2493.72,1,0.0,Sul,PR,Cartão de Crédito,Online
677,2024-07-18,Nintendo Switch,Games,Nintendo,2806.83,1,0.0,Sul,RS,Pix,Loja Física
678,2024-07-19,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,206.23,1,0.05,Nordeste,PE,Cartão de Crédito,Loja Física
679,2024-07-19,Moto G84,Smartphones,Motorola,1443.64,2,0.05,Sudeste,RJ,Pix,Online
680,2024-07-19,Ideapad 3,Notebooks,Lenovo,3031.45,1,0.0,Norte,AM,Pix,Loja Física
681,2024-07-20,Galaxy S24,Smartphones,Samsung,4439.4,1,0.0,Centro-Oeste,MT,Cartão de Crédito,Online
682,2024-07-20,Galaxy S24,Smartphones,Samsung,4669.48,1,0.05,Nordeste,CE,Boleto,Online
683,2024-07-20,Mi Band 8,Wearables,Xiaomi,285.97,1,0.05,Nordeste,PE,Pix,Loja Física
684,2024-07-21,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,191.7,1,0.15,Sudeste,SP,Cartão de Crédito,Online
685,2024-07-21,Apple Watch SE,Wearables,Apple,2403.33,2,0.0,Sudeste,SP,Cartão de Débito,Loja Física
686,2024-07-22,Cabo USB-C 2m,Acessórios,Baseus,37.7,3,0.1,Nordeste,CE,Cartão de Crédito,Online
687,2024-07-22,JBL Charge 5,Áudio,JBL,1033.52,1,0.05,Sudeste,SP,Pix,Loja Física
688,2024-07-22,AirPods Pro,Áudio,Apple,1841.44,2,0.0,Sul,RS,Cartão de Crédito,Online
689,2024-07-23,Galaxy S24,Smartphones,Samsung,4701.42,1,0.0,Nordeste,BA,Cartão de Crédito,Online
690,2024-07-23,Carregador Turbo 65W,Acessórios,Anker,151.37,2,0.05,Sul,RS,Cartão de Débito,Online
691,2024-07-23,Inspiron 15,Notebooks,Dell,3667.37,1,0.0,Sudeste,RJ,Boleto,Loja Física
692,2024-07-23,Mouse Sem Fio,Acessórios,Logitech,132.78,2,0.0,Sudeste,MG,Cartão de Crédito,Online
693,2024-07-24,Inspiron 15,Notebooks,Dell,3381.02,1,0.0,Sudeste,MG,Cartão de Débito,Online
694,2024-07-24,Carregador Turbo 65W,Acessórios,Anker,147.89,5,0.0,Centro-Oeste,DF,Pix,Online
695,2024-07-24,Inspiron 15,Notebooks,Dell,3333.41,2,0.05,Sudeste,RJ,Cartão de Crédito,Online
696,2024-07-24,Redmi Note 13,Smartphones,Xiaomi,1738.27,2,0.1,Nordeste,PE,Cartão de Débito,Online
697,2024-07-25,Inspiron 15,Notebooks,Dell,3401.06,1,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
698,2024-07-25,Ideapad 3,Notebooks,Lenovo,2909.29,2,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
699,2024-07-25,"Smart TV 43"" Full HD",TVs,TCL,1676.55,2,0.05,Nordeste,PE,Cartão de Débito,Online
700,2024-07-25,Carregador Turbo 65W,Acessórios,Anker,142.42,3,0.1,Norte,PA,Pix,Loja Física
701,2024-07-26,Mi Band 8,Wearables,Xiaomi,289.44,2,0.2,Nordeste,PI,Cartão de Débito,Loja Física
702,2024-07-26,"Smart TV 43"" Full HD",TVs,TCL,1627.89,1,0.0,Sudeste,MG,Cartão de Crédito,Loja Física
703,2024-07-26,Mi Band 8,Wearables,Xiaomi,289.91,2,0.1,Centro-Oeste,GO,Cartão de Crédito,Loja Física
704,2024-07-26,Ideapad 3,Notebooks,Lenovo,2976.93,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
705,2024-07-27,Cabo USB-C 2m,Acessórios,Baseus,37.2,1,0.0,Sul,PR,Cartão de Crédito,Online
706,2024-07-27,Redmi Note 13,Smartphones,Xiaomi,1672.0,1,0.05,Sudeste,SP,Cartão de Crédito,Online
707,2024-07-27,Nintendo Switch,Games,Nintendo,2746.87,1,0.05,Norte,PA,Pix,Online
708,2024-07-28,"Smart TV 55"" OLED",TVs,LG,6215.71,2,0.1,Sudeste,SP,Boleto,Loja Física
709,2024-07-28,Ideapad 3,Notebooks,Lenovo,2886.78,1,0.05,Sudeste,RJ,Cartão de Débito,Online
710,2024-07-28,Inspiron 15,Notebooks,Dell,3515.45,1,0.1,Sudeste,ES,Cartão de Crédito,Online
711,2024-07-30,Apple Watch SE,Wearables,Apple,2560.28,1,0.0,Nordeste,BA,Cartão de Débito,Online
712,2024-07-30,Cabo USB-C 2m,Acessórios,Baseus,38.54,1,0.05,Nordeste,PE,Pix,Online
713,2024-07-30,Mouse Sem Fio,Acessórios,Logitech,132.99,3,0.15,Sudeste,SP,Cartão de Crédito,Online
714,2024-07-30,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,208.0,1,0.0,Sudeste,SP,Pix,Loja Física
715,2024-07-30,Moto G84,Smartphones,Motorola,1483.11,1,0.05,Centro-Oeste,MT,Cartão de Crédito,Loja Física
716,2024-07-30,Mouse Sem Fio,Acessórios,Logitech,123.03,1,0.0,Sudeste,SP,Cartão de Crédito,Online
717,2024-07-31,MacBook Air M2,Notebooks,Apple,8854.14,1,0.0,Nordeste,PE,Pix,Online
718,2024-07-31,Mi Band 8,Wearables,Xiaomi,308.2,1,0.0,Sudeste,MG,Cartão de Débito,Online
719,2024-07-31,Carregador Turbo 65W,Acessórios,Anker,144.28,2,0.05,Nordeste,PI,Cartão de Crédito,Loja Física
720,2024-08-01,iPhone 15,Smartphones,Apple,5319.87,1,0.0,Sul,PR,Pix,Loja Física
721,2024-08-01,Carregador Turbo 65W,Acessórios,Anker,154.92,1,0.05,Sudeste,SP,Cartão de Crédito,Online
722,2024-08-01,Moto G84,Smartphones,Motorola,1557.82,2,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
723,2024-08-02,Galaxy S24,Smartphones,Samsung,4773.79,1,0.0,Sudeste,RJ,Pix,Loja Física
724,2024-08-02,Galaxy S24,Smartphones,Samsung,4788.8,1,0.0,Sul,RS,Cartão de Crédito,Online
725,2024-08-02,Galaxy S24,Smartphones,Samsung,4802.8,2,0.0,Sul,RS,Cartão de Crédito,Online
726,2024-08-02,Aspire 5,Notebooks,Acer,3053.9,3,0.1,Sudeste,RJ,Pix,Online
727,2024-08-02,"Smart TV 50"" 4K",TVs,Samsung,2768.08,2,0.15,Nordeste,CE,Boleto,Online
728,2024-08-03,Carregador Turbo 65W,Acessórios,Anker,149.99,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
729,2024-08-03,Inspiron 15,Notebooks,Dell,3507.78,1,0.0,Sul,RS,Cartão de Crédito,Online
730,2024-08-03,Mouse Sem Fio,Acessórios,Logitech,125.78,3,0.05,Nordeste,CE,Boleto,Online
731,2024-08-04,Moto G84,Smartphones,Motorola,1441.21,2,0.1,Sudeste,SP,Boleto,Online
732,2024-08-04,"Smart TV 43"" Full HD",TVs,TCL,1755.82,1,0.1,Sudeste,MG,Pix,Online
733,2024-08-04,Moto G84,Smartphones,Motorola,1541.14,1,0.0,Nordeste,PI,Cartão de Crédito,Online
734,2024-08-04,Cabo USB-C 2m,Acessórios,Baseus,40.68,1,0.15,Sudeste,SP,Pix,Loja Física
735,2024-08-05,Moto G84,Smartphones,Motorola,1495.98,1,0.0,Sul,PR,Pix,Loja Física
736,2024-08-06,Teclado Mecânico,Acessórios,Redragon,249.8,2,0.0,Sudeste,MG,Cartão de Crédito,Loja Física
737,2024-08-06,Ideapad 3,Notebooks,Lenovo,2799.7,3,0.0,Sul,RS,Cartão de Crédito,Online
738,2024-08-06,Galaxy S24,Smartphones,Samsung,4545.45,3,0.0,Nordeste,PI,Pix,Online
739,2024-08-06,"Smart TV 50"" 4K",TVs,Samsung,2901.07,1,0.1,Centro-Oeste,MT,Cartão de Débito,Loja Física
740,2024-08-06,iPhone 15,Smartphones,Apple,5298.88,1,0.0,Sudeste,SP,Cartão de Crédito,Online
741,2024-08-06,JBL Charge 5,Áudio,JBL,1021.52,1,0.1,Sul,RS,Pix,Online
742,2024-08-06,"Smart TV 43"" Full HD",TVs,TCL,1741.23,1,0.0,Sudeste,SP,Cartão de Crédito,Online
743,2024-08-07,Mouse Sem Fio,Acessórios,Logitech,127.05,1,0.15,Norte,TO,Cartão de Crédito,Online
744,2024-08-07,Redmi Note 13,Smartphones,Xiaomi,1779.33,1,0.0,Sul,SC,Pix,Online
745,2024-08-07,Mouse Sem Fio,Acessórios,Logitech,125.57,2,0.15,Sudeste,RJ,Pix,Loja Física
746,2024-08-08,AirPods Pro,Áudio,Apple,1951.68,1,0.0,Nordeste,PE,Cartão de Crédito,Loja Física
747,2024-08-09,Cabo USB-C 2m,Acessórios,Baseus,39.14,3,0.0,Sudeste,SP,Boleto,Online
748,2024-08-09,PlayStation 5,Games,Sony,4122.59,1,0.0,Sudeste,RJ,Pix,Online
749,2024-08-09,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,190.32,1,0.0,Nordeste,BA,Cartão de Crédito,Loja Física
750,2024-08-09,JBL Charge 5,Áudio,JBL,984.29,1,0.15,Sudeste,SP,Pix,Online
751,2024-08-10,Mi Band 8,Wearables,Xiaomi,290.47,1,0.1,Nordeste,BA,Cartão de Débito,Online
752,2024-08-10,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,200.97,2,0.0,Centro-Oeste,DF,Cartão de Crédito,Online
753,2024-08-10,Carregador Turbo 65W,Acessórios,Anker,149.74,2,0.2,Sudeste,SP,Cartão de Crédito,Loja Física
754,2024-08-10,Mouse Sem Fio,Acessórios,Logitech,124.09,3,0.05,Sudeste,MG,Boleto,Loja Física
755,2024-08-10,Mi Band 8,Wearables,Xiaomi,297.12,1,0.0,Sul,SC,Pix,Online
756,2024-08-10,Mouse Sem Fio,Acessórios,Logitech,132.53,1,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
757,2024-08-11,Redmi Note 13,Smartphones,Xiaomi,1770.98,1,0.05,Nordeste,BA,Cartão de Crédito,Loja Física
758,2024-08-11,Teclado Mecânico,Acessórios,Redragon,245.99,5,0.0,Nordeste,CE,Boleto,Online
759,2024-08-11,Carregador Turbo 65W,Acessórios,Anker,145.9,3,0.1,Nordeste,PI,Pix,Online
760,2024-08-11,MacBook Air M2,Notebooks,Apple,9064.35,2,0.0,Sudeste,ES,Pix,Loja Física
761,2024-08-11,Carregador Turbo 65W,Acessórios,Anker,147.63,1,0.05,Sudeste,SP,Pix,Online
762,2024-08-11,Inspiron 15,Notebooks,Dell,3501.69,1,0.05,Sudeste,SP,Cartão de Crédito,Loja Física
763,2024-08-11,Teclado Mecânico,Acessórios,Redragon,237.41,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
764,2024-08-12,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,191.66,1,0.0,Nordeste,PI,Pix,Online
765,2024-08-12,Carregador Turbo 65W,Acessórios,Anker,153.85,1,0.05,Nordeste,BA,Cartão de Débito,Online
766,2024-08-13,Mi Band 8,Wearables,Xiaomi,284.12,3,0.1,Centro-Oeste,MT,Cartão de Crédito,Online
767,2024-08-13,Mi Band 8,Wearables,Xiaomi,296.4,3,0.1,Sudeste,SP,Pix,Online
768,2024-08-13,Teclado Mecânico,Acessórios,Redragon,260.63,5,0.0,Centro-Oeste,MT,Boleto,Online
769,2024-08-13,JBL Charge 5,Áudio,JBL,984.72,1,0.0,Sudeste,SP,Pix,Online
770,2024-08-14,Apple Watch SE,Wearables,Apple,2617.5,2,0.0,Sudeste,MG,Pix,Online
771,2024-08-14,Redmi Note 13,Smartphones,Xiaomi,1745.55,1,0.05,Sul,SC,Cartão de Crédito,Online
772,2024-08-14,Moto G84,Smartphones,Motorola,1437.04,2,0.1,Sudeste,MG,Cartão de Crédito,Online
773,2024-08-14,Teclado Mecânico,Acessórios,Redragon,256.15,1,0.2,Sul,PR,Cartão de Crédito,Online
774,2024-08-15,Apple Watch SE,Wearables,Apple,2475.33,1,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
775,2024-08-15,iPhone 15,Smartphones,Apple,5686.84,1,0.0,Sudeste,RJ,Pix,Online
776,2024-08-17,Teclado Mecânico,Acessórios,Redragon,255.81,3,0.0,Sul,SC,Pix,Online
777,2024-08-17,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,208.7,1,0.0,Sudeste,MG,Cartão de Crédito,Online
778,2024-08-17,Cabo USB-C 2m,Acessórios,Baseus,40.05,1,0.0,Nordeste,CE,Pix,Loja Física
779,2024-08-18,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,192.41,5,0.1,Nordeste,CE,Cartão de Crédito,Online
780,2024-08-18,Mi Band 8,Wearables,Xiaomi,306.32,2,0.0,Norte,PA,Cartão de Débito,Online
781,2024-08-18,Apple Watch SE,Wearables,Apple,2555.74,1,0.0,Centro-Oeste,MT,Cartão de Débito,Online
782,2024-08-18,AirPods Pro,Áudio,Apple,1830.17,3,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
783,2024-08-18,Moto G84,Smartphones,Motorola,1481.11,1,0.0,Sul,PR,Cartão de Crédito,Online
784,2024-08-19,Aspire 5,Notebooks,Acer,2958.38,1,0.05,Nordeste,BA,Cartão de Crédito,Online
785,2024-08-19,Cabo USB-C 2m,Acessórios,Baseus,37.17,2,0.1,Sudeste,RJ,Pix,Online
786,2024-08-19,Redmi Note 13,Smartphones,Xiaomi,1660.49,1,0.05,Sudeste,SP,Pix,Loja Física
787,2024-08-19,Redmi Note 13,Smartphones,Xiaomi,1703.8,1,0.1,Sudeste,SP,Pix,Online
788,2024-08-20,Carregador Turbo 65W,Acessórios,Anker,147.39,1,0.0,Sul,PR,Pix,Online
789,2024-08-21,Teclado Mecânico,Acessórios,Redragon,254.86,4,0.0,Sul,PR,Cartão de Crédito,Online
790,2024-08-21,Mi Band 8,Wearables,Xiaomi,304.68,3,0.05,Nordeste,PI,Cartão de Crédito,Online
791,2024-08-21,"Smart TV 43"" Full HD",TVs,TCL,1695.11,2,0.0,Sudeste,RJ,Cartão de Crédito,Online
792,2024-08-21,Carregador Turbo 65W,Acessórios,Anker,147.04,1,0.0,Nordeste,PE,Cartão de Crédito,Online
793,2024-08-21,JBL Charge 5,Áudio,JBL,1002.95,1,0.1,Sul,RS,Cartão de Crédito,Online
794,2024-08-22,Inspiron 15,Notebooks,Dell,3593.14,1,0.0,Sudeste,RJ,Pix,Online
795,2024-08-22,Carregador Turbo 65W,Acessórios,Anker,148.22,1,0.0,Nordeste,BA,Cartão de Crédito,Loja Física
796,2024-08-22,"Smart TV 50"" 4K",TVs,Samsung,2812.25,1,0.0,Nordeste,CE,Pix,Loja Física
797,2024-08-22,Mi Band 8,Wearables,Xiaomi,312.3,1,0.0,Sul,PR,Cartão de Crédito,Online
798,2024-08-22,Ideapad 3,Notebooks,Lenovo,2823.89,1,0.0,Sudeste,SP,Pix,Online
799,2024-08-23,Carregador Turbo 65W,Acessórios,Anker,154.46,1,0.0,Sudeste,MG,Cartão de Débito,Online
800,2024-08-23,Cabo USB-C 2m,Acessórios,Baseus,39.11,1,0.0,Sudeste,SP,Pix,Online
801,2024-08-23,"Smart TV 50"" 4K",TVs,Samsung,2694.21,1,0.0,Sudeste,SP,Cartão de Crédito,Online
802,2024-08-24,Moto G84,Smartphones,Motorola,1426.57,2,0.0,Sudeste,MG,Cartão de Crédito,Online
803,2024-08-24,Mouse Sem Fio,Acessórios,Logitech,129.06,1,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
804,2024-08-24,AirPods Pro,Áudio,Apple,1837.03,2,0.05,Centro-Oeste,DF,Cartão de Crédito,Online
805,2024-08-25,JBL Charge 5,Áudio,JBL,964.5,1,0.0,Sudeste,SP,Cartão de Crédito,Online
806,2024-08-26,"Smart TV 50"" 4K",TVs,Samsung,2866.51,2,0.1,Nordeste,PI,Cartão de Débito,Online
807,2024-08-26,"Smart TV 50"" 4K",TVs,Samsung,2830.05,1,0.0,Sudeste,SP,Cartão de Débito,Online
808,2024-08-26,"Smart TV 43"" Full HD",TVs,TCL,1739.27,1,0.1,Nordeste,PE,Cartão de Crédito,Loja Física
809,2024-08-26,Redmi Note 13,Smartphones,Xiaomi,1761.34,1,0.0,Nordeste,PE,Cartão de Crédito,Online
810,2024-08-27,AirPods Pro,Áudio,Apple,1826.77,2,0.15,Sul,RS,Boleto,Online
811,2024-08-27,Nintendo Switch,Games,Nintendo,2785.01,1,0.0,Sudeste,MG,Cartão de Crédito,Loja Física
812,2024-08-27,Mouse Sem Fio,Acessórios,Logitech,130.6,1,0.0,Sudeste,SP,Cartão de Crédito,Online
813,2024-08-28,Aspire 5,Notebooks,Acer,3145.11,2,0.0,Nordeste,CE,Cartão de Débito,Online
814,2024-08-28,Ideapad 3,Notebooks,Lenovo,2772.95,3,0.0,Norte,AM,Cartão de Crédito,Online
815,2024-08-28,Xbox Series S,Games,Microsoft,2523.99,1,0.05,Centro-Oeste,DF,Cartão de Débito,Online
816,2024-08-28,Moto G84,Smartphones,Motorola,1530.21,1,0.0,Centro-Oeste,GO,Pix,Online
817,2024-08-28,Galaxy Watch 6,Wearables,Samsung,1813.82,2,0.0,Nordeste,BA,Pix,Online
818,2024-08-29,Cabo USB-C 2m,Acessórios,Baseus,40.25,3,0.0,Nordeste,CE,Cartão de Crédito,Loja Física
819,2024-08-29,Mouse Sem Fio,Acessórios,Logitech,129.68,3,0.05,Sul,RS,Cartão de Crédito,Loja Física
820,2024-08-29,Teclado Mecânico,Acessórios,Redragon,257.58,2,0.05,Sul,RS,Pix,Online
821,2024-08-29,Redmi Note 13,Smartphones,Xiaomi,1653.64,1,0.0,Sudeste,SP,Cartão de Crédito,Online
822,2024-08-30,Apple Watch SE,Wearables,Apple,2461.36,1,0.05,Centro-Oeste,GO,Cartão de Crédito,Loja Física
823,2024-08-30,Mi Band 8,Wearables,Xiaomi,303.49,3,0.0,Nordeste,PE,Cartão de Débito,Online
824,2024-08-31,Teclado Mecânico,Acessórios,Redragon,256.24,2,0.1,Sudeste,MG,Pix,Loja Física
825,2024-09-01,Ideapad 3,Notebooks,Lenovo,2941.97,1,0.05,Norte,AM,Cartão de Débito,Online
826,2024-09-02,Cabo USB-C 2m,Acessórios,Baseus,38.13,1,0.0,Sudeste,SP,Pix,Loja Física
827,2024-09-02,"Smart TV 55"" OLED",TVs,LG,5836.96,1,0.15,Sudeste,SP,Cartão de Crédito,Online
828,2024-09-02,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,203.6,4,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
829,2024-09-02,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,205.27,3,0.05,Sudeste,SP,Pix,Online
830,2024-09-02,Galaxy S24,Smartphones,Samsung,4392.78,1,0.0,Sudeste,SP,Cartão de Crédito,Online
831,2024-09-02,Carregador Turbo 65W,Acessórios,Anker,151.56,2,0.05,Norte,TO,Cartão de Crédito,Online
832,2024-09-03,Mouse Sem Fio,Acessórios,Logitech,125.46,3,0.15,Nordeste,BA,Cartão de Débito,Loja Física
833,2024-09-03,Mi Band 8,Wearables,Xiaomi,287.49,4,0.0,Sudeste,MG,Cartão de Crédito,Loja Física
834,2024-09-04,Redmi Note 13,Smartphones,Xiaomi,1743.72,1,0.15,Nordeste,PE,Cartão de Crédito,Loja Física
835,2024-09-04,"Smart TV 50"" 4K",TVs,Samsung,2661.06,1,0.0,Sul,PR,Cartão de Crédito,Online
836,2024-09-04,Mi Band 8,Wearables,Xiaomi,287.91,1,0.0,Sudeste,SP,Cartão de Débito,Online
837,2024-09-04,"Smart TV 50"" 4K",TVs,Samsung,2802.49,2,0.05,Sudeste,MG,Cartão de Crédito,Online
838,2024-09-05,Mi Band 8,Wearables,Xiaomi,295.3,4,0.0,Centro-Oeste,MT,Cartão de Crédito,Online
839,2024-09-05,Inspiron 15,Notebooks,Dell,3553.49,1,0.05,Sudeste,SP,Pix,Online
840,2024-09-05,Cabo USB-C 2m,Acessórios,Baseus,40.83,4,0.05,Norte,PA,Boleto,Loja Física
841,2024-09-05,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,192.48,2,0.0,Sudeste,SP,Cartão de Débito,Online
842,2024-09-05,Cabo USB-C 2m,Acessórios,Baseus,37.92,1,0.1,Nordeste,BA,Boleto,Online
843,2024-09-06,Ideapad 3,Notebooks,Lenovo,2850.43,2,0.15,Sudeste,RJ,Pix,Loja Física
844,2024-09-06,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,196.4,2,0.2,Sul,PR,Boleto,Online
845,2024-09-06,Galaxy Watch 6,Wearables,Samsung,1867.3,2,0.0,Nordeste,CE,Boleto,Online
846,2024-09-06,JBL Charge 5,Áudio,JBL,956.45,2,0.2,Centro-Oeste,DF,Cartão de Crédito,Online
847,2024-09-07,"Smart TV 55"" OLED",TVs,LG,6290.33,1,0.0,Sudeste,SP,Pix,Online
848,2024-09-07,Apple Watch SE,Wearables,Apple,2427.71,2,0.15,Norte,PA,Cartão de Crédito,Online
849,2024-09-08,Cabo USB-C 2m,Acessórios,Baseus,39.71,4,0.0,Nordeste,CE,Pix,Online
850,2024-09-09,Teclado Mecânico,Acessórios,Redragon,245.24,2,0.0,Nordeste,PE,Cartão de Crédito,Loja Física
851,2024-09-09,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,191.34,1,0.0,Nordeste,PE,Pix,Online
852,2024-09-09,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,200.38,1,0.0,Sudeste,SP,Cartão de Crédito,Online
853,2024-09-09,"Smart TV 50"" 4K",TVs,Samsung,2918.32,1,0.0,Sudeste,SP,Cartão de Crédito,Online
854,2024-09-10,AirPods Pro,Áudio,Apple,1938.97,1,0.05,Norte,TO,Boleto,Loja Física
855,2024-09-10,AirPods Pro,Áudio,Apple,1847.17,1,0.0,Sudeste,SP,Cartão de Débito,Online
856,2024-09-10,JBL Charge 5,Áudio,JBL,1025.37,1,0.1,Sudeste,SP,Cartão de Crédito,Online
857,2024-09-11,Teclado Mecânico,Acessórios,Redragon,255.28,3,0.0,Nordeste,PE,Cartão de Débito,Online
858,2024-09-11,MacBook Air M2,Notebooks,Apple,9216.82,1,0.0,Nordeste,PE,Pix,Online
859,2024-09-12,Mouse Sem Fio,Acessórios,Logitech,129.3,1,0.05,Nordeste,PE,Cartão de Débito,Loja Física
860,2024-09-12,Moto G84,Smartphones,Motorola,1491.7,1,0.0,Nordeste,BA,Cartão de Crédito,Online
861,2024-09-13,Galaxy S24,Smartphones,Samsung,4579.91,1,0.05,Centro-Oeste,DF,Cartão de Crédito,Loja Física
862,2024-09-13,"Smart TV 50"" 4K",TVs,Samsung,2900.73,1,0.05,Sudeste,RJ,Cartão de Crédito,Online
863,2024-09-14,"Smart TV 43"" Full HD",TVs,TCL,1727.23,1,0.0,Centro-Oeste,MT,Cartão de Crédito,Loja Física
864,2024-09-14,Cabo USB-C 2m,Acessórios,Baseus,37.54,3,0.0,Sudeste,MG,Pix,Online
865,2024-09-14,Mi Band 8,Wearables,Xiaomi,312.54,2,0.0,Nordeste,CE,Cartão de Crédito,Online
866,2024-09-14,"Smart TV 50"" 4K",TVs,Samsung,2748.44,1,0.05,Sudeste,SP,Pix,Online
867,2024-09-14,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,208.2,2,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
868,2024-09-14,Galaxy S24,Smartphones,Samsung,4730.5,1,0.05,Nordeste,PI,Pix,Loja Física
869,2024-09-15,Ideapad 3,Notebooks,Lenovo,2803.43,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
870,2024-09-15,Redmi Note 13,Smartphones,Xiaomi,1637.04,2,0.15,Nordeste,PI,,Loja Física
871,2024-09-15,Inspiron 15,Notebooks,Dell,3350.16,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
872,2024-09-15,Mi Band 8,Wearables,Xiaomi,307.72,3,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
873,2024-09-15,Galaxy S24,Smartphones,Samsung,4576.5,1,0.0,Nordeste,PI,Cartão de Crédito,Online
874,2024-09-15,Nintendo Switch,Games,Nintendo,2630.51,1,0.05,Sudeste,SP,Cartão de Crédito,Online
875,2024-09-16,Redmi Note 13,Smartphones,Xiaomi,1700.66,1,0.0,Nordeste,PE,Pix,Loja Física
876,2024-09-16,Apple Watch SE,Wearables,Apple,2377.47,1,0.0,Sudeste,MG,Cartão de Crédito,Loja Física
877,2024-09-16,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,203.37,4,0.0,Sudeste,RJ,Cartão de Crédito,Online
878,2024-09-17,Carregador Turbo 65W,Acessórios,Anker,147.27,3,0.05,Sudeste,RJ,Pix,Online
879,2024-09-17,Carregador Turbo 65W,Acessórios,Anker,154.23,3,0.05,Sudeste,SP,Cartão de Crédito,Online
880,2024-09-17,Xbox Series S,Games,Microsoft,2510.81,1,0.1,Nordeste,PI,,Online
881,2024-09-17,Mi Band 8,Wearables,Xiaomi,291.29,2,0.1,Sudeste,RJ,Cartão de Crédito,Online
882,2024-09-18,Galaxy S24,Smartphones,Samsung,4558.13,1,0.15,Sudeste,SP,Boleto,Loja Física
883,2024-09-18,Ideapad 3,Notebooks,Lenovo,2826.47,1,0.0,Sul,PR,Pix,Loja Física
884,2024-09-18,Galaxy Watch 6,Wearables,Samsung,1886.3,1,0.05,Norte,PA,Cartão de Crédito,Loja Física
885,2024-09-18,Mi Band 8,Wearables,Xiaomi,286.92,1,0.0,Sudeste,RJ,Cartão de Débito,Loja Física
886,2024-09-18,Apple Watch SE,Wearables,Apple,2462.71,1,0.05,Nordeste,CE,Cartão de Débito,Loja Física
887,2024-09-19,Cabo USB-C 2m,Acessórios,Baseus,40.31,1,0.0,Sudeste,MG,Pix,Loja Física
888,2024-09-19,MacBook Air M2,Notebooks,Apple,9183.3,1,0.0,Sudeste,SP,Cartão de Crédito,Online
889,2024-09-19,JBL Charge 5,Áudio,JBL,1036.56,1,0.0,Norte,AM,Cartão de Crédito,Loja Física
890,2024-09-19,Mouse Sem Fio,Acessórios,Logitech,123.37,2,0.05,Nordeste,BA,Cartão de Crédito,Online
891,2024-09-20,Teclado Mecânico,Acessórios,Redragon,260.98,1,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
892,2024-09-20,Mi Band 8,Wearables,Xiaomi,293.66,2,0.0,Centro-Oeste,GO,Cartão de Crédito,Loja Física
893,2024-09-21,Galaxy Watch 6,Wearables,Samsung,1753.99,1,0.0,Sudeste,MG,Cartão de Débito,Online
894,2024-09-21,Moto G84,Smartphones,Motorola,1432.92,1,0.1,Sudeste,SP,Pix,Online
895,2024-09-21,JBL Charge 5,Áudio,JBL,1034.37,1,0.1,Sudeste,SP,Cartão de Crédito,Loja Física
896,2024-09-23,"Smart TV 43"" Full HD",TVs,TCL,1720.38,1,0.05,Nordeste,BA,Cartão de Crédito,Loja Física
897,2024-09-23,AirPods Pro,Áudio,Apple,1929.69,1,0.0,Nordeste,PI,Cartão de Débito,Online
898,2024-09-24,Cabo USB-C 2m,Acessórios,Baseus,38.49,4,0.0,Sudeste,SP,Cartão de Crédito,Online
899,2024-09-24,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,190.58,1,0.15,Sul,SC,Cartão de Débito,Online
900,2024-09-24,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,198.8,2,0.0,Nordeste,PI,Pix,Loja Física
